date,product,category,demand_units,unit_price_eur,demand_value_eur,cold_chain,disruption_event,seasonality_type
2022-03-14,Paracetamol_500mg,OTC,3322,0.05,166.1,False,covid_wave,winter_peak
2022-03-15,Paracetamol_500mg,OTC,3750,0.05,187.5,False,covid_wave,winter_peak
2022-03-16,Paracetamol_500mg,OTC,2634,0.05,131.7,False,covid_wave,winter_peak
2022-03-17,Paracetamol_500mg,OTC,3553,0.05,177.65,False,covid_wave,winter_peak
2022-03-18,Paracetamol_500mg,OTC,3357,0.05,167.85,False,covid_wave,winter_peak
2022-03-19,Paracetamol_500mg,OTC,2604,0.05,130.2,False,covid_wave,winter_peak
2022-03-20,Paracetamol_500mg,OTC,2687,0.05,134.35,False,covid_wave,winter_peak
2022-03-21,Paracetamol_500mg,OTC,2805,0.05,140.25,False,covid_wave,winter_peak
2022-03-22,Paracetamol_500mg,OTC,3277,0.05,163.85,False,covid_wave,winter_peak
2022-03-23,Paracetamol_500mg,OTC,3431,0.05,171.55,False,covid_wave,winter_peak
2022-03-24,Paracetamol_500mg,OTC,3731,0.05,186.55,False,covid_wave,winter_peak
2022-03-25,Paracetamol_500mg,OTC,3199,0.05,159.95,False,covid_wave,winter_peak
2022-03-26,Paracetamol_500mg,OTC,2497,0.05,124.85,False,covid_wave,winter_peak
2022-03-27,Paracetamol_500mg,OTC,2563,0.05,128.15,False,covid_wave,winter_peak
2022-03-28,Paracetamol_500mg,OTC,3583,0.05,179.15,False,covid_wave,winter_peak
2022-03-29,Paracetamol_500mg,OTC,3427,0.05,171.35,False,covid_wave,winter_peak
2022-03-30,Paracetamol_500mg,OTC,3198,0.05,159.9,False,covid_wave,winter_peak
2022-03-31,Paracetamol_500mg,OTC,3477,0.05,173.85,False,covid_wave,winter_peak
2022-04-01,Paracetamol_500mg,OTC,1101,0.05,55.05,False,none,winter_peak
2022-04-02,Paracetamol_500mg,OTC,942,0.05,47.1,False,none,winter_peak
2022-04-03,Paracetamol_500mg,OTC,825,0.05,41.25,False,none,winter_peak
2022-04-04,Paracetamol_500mg,OTC,1065,0.05,53.25,False,none,winter_peak
2022-04-05,Paracetamol_500mg,OTC,1059,0.05,52.95,False,none,winter_peak
2022-04-06,Paracetamol_500mg,OTC,965,0.05,48.25,False,none,winter_peak
2022-04-07,Paracetamol_500mg,OTC,1120,0.05,56.0,False,none,winter_peak
2022-04-08,Paracetamol_500mg,OTC,1117,0.05,55.85,False,none,winter_peak
2022-04-09,Paracetamol_500mg,OTC,875,0.05,43.75,False,none,winter_peak
2022-04-10,Paracetamol_500mg,OTC,859,0.05,42.95,False,none,winter_peak
2022-04-11,Paracetamol_500mg,OTC,970,0.05,48.5,False,none,winter_peak
2022-04-12,Paracetamol_500mg,OTC,1058,0.05,52.9,False,none,winter_peak
2022-04-13,Paracetamol_500mg,OTC,1065,0.05,53.25,False,none,winter_peak
2022-04-14,Paracetamol_500mg,OTC,1024,0.05,51.2,False,none,winter_peak
2022-04-15,Paracetamol_500mg,OTC,1081,0.05,54.05,False,none,winter_peak
2022-04-16,Paracetamol_500mg,OTC,904,0.05,45.2,False,none,winter_peak
2022-04-17,Paracetamol_500mg,OTC,1008,0.05,50.4,False,none,winter_peak
2022-04-18,Paracetamol_500mg,OTC,1111,0.05,55.55,False,none,winter_peak
2022-04-19,Paracetamol_500mg,OTC,1118,0.05,55.9,False,none,winter_peak
2022-04-20,Paracetamol_500mg,OTC,1089,0.05,54.45,False,none,winter_peak
2022-04-21,Paracetamol_500mg,OTC,927,0.05,46.35,False,none,winter_peak
2022-04-22,Paracetamol_500mg,OTC,1094,0.05,54.7,False,none,winter_peak
2022-04-23,Paracetamol_500mg,OTC,880,0.05,44.0,False,none,winter_peak
2022-04-24,Paracetamol_500mg,OTC,1049,0.05,52.45,False,none,winter_peak
2022-04-25,Paracetamol_500mg,OTC,1079,0.05,53.95,False,none,winter_peak
2022-04-26,Paracetamol_500mg,OTC,1123,0.05,56.15,False,none,winter_peak
2022-04-27,Paracetamol_500mg,OTC,1094,0.05,54.7,False,none,winter_peak
2022-04-28,Paracetamol_500mg,OTC,994,0.05,49.7,False,none,winter_peak
2022-04-29,Paracetamol_500mg,OTC,1197,0.05,59.85,False,none,winter_peak
2022-04-30,Paracetamol_500mg,OTC,930,0.05,46.5,False,none,winter_peak
2022-05-01,Paracetamol_500mg,OTC,881,0.05,44.05,False,none,winter_peak
2022-05-02,Paracetamol_500mg,OTC,961,0.05,48.05,False,none,winter_peak
2022-05-03,Paracetamol_500mg,OTC,1153,0.05,57.65,False,none,winter_peak
2022-05-04,Paracetamol_500mg,OTC,920,0.05,46.0,False,none,winter_peak
2022-05-05,Paracetamol_500mg,OTC,1086,0.05,54.3,False,none,winter_peak
2022-05-06,Paracetamol_500mg,OTC,1219,0.05,60.95,False,none,winter_peak
2022-05-07,Paracetamol_500mg,OTC,764,0.05,38.2,False,none,winter_peak
2022-05-08,Paracetamol_500mg,OTC,792,0.05,39.6,False,none,winter_peak
2022-05-09,Paracetamol_500mg,OTC,1046,0.05,52.3,False,none,winter_peak
2022-05-10,Paracetamol_500mg,OTC,996,0.05,49.8,False,none,winter_peak
2022-05-11,Paracetamol_500mg,OTC,909,0.05,45.45,False,none,winter_peak
2022-05-12,Paracetamol_500mg,OTC,1043,0.05,52.15,False,none,winter_peak
2022-05-13,Paracetamol_500mg,OTC,950,0.05,47.5,False,none,winter_peak
2022-05-14,Paracetamol_500mg,OTC,861,0.05,43.05,False,none,winter_peak
2022-05-15,Paracetamol_500mg,OTC,769,0.05,38.45,False,none,winter_peak
2022-05-16,Paracetamol_500mg,OTC,1167,0.05,58.35,False,none,winter_peak
2022-05-17,Paracetamol_500mg,OTC,973,0.05,48.65,False,none,winter_peak
2022-05-18,Paracetamol_500mg,OTC,1012,0.05,50.6,False,none,winter_peak
2022-05-19,Paracetamol_500mg,OTC,1106,0.05,55.3,False,none,winter_peak
2022-05-20,Paracetamol_500mg,OTC,937,0.05,46.85,False,none,winter_peak
2022-05-21,Paracetamol_500mg,OTC,846,0.05,42.3,False,none,winter_peak
2022-05-22,Paracetamol_500mg,OTC,918,0.05,45.9,False,none,winter_peak
2022-05-23,Paracetamol_500mg,OTC,906,0.05,45.3,False,none,winter_peak
2022-05-24,Paracetamol_500mg,OTC,1055,0.05,52.75,False,none,winter_peak
2022-05-25,Paracetamol_500mg,OTC,1061,0.05,53.05,False,none,winter_peak
2022-05-26,Paracetamol_500mg,OTC,1105,0.05,55.25,False,none,winter_peak
2022-05-27,Paracetamol_500mg,OTC,937,0.05,46.85,False,none,winter_peak
2022-05-28,Paracetamol_500mg,OTC,744,0.05,37.2,False,none,winter_peak
2022-05-29,Paracetamol_500mg,OTC,867,0.05,43.35,False,none,winter_peak
2022-05-30,Paracetamol_500mg,OTC,1065,0.05,53.25,False,none,winter_peak
2022-05-31,Paracetamol_500mg,OTC,1061,0.05,53.05,False,none,winter_peak
2022-06-01,Paracetamol_500mg,OTC,1007,0.05,50.35,False,none,winter_peak
2022-06-02,Paracetamol_500mg,OTC,926,0.05,46.3,False,none,winter_peak
2022-06-03,Paracetamol_500mg,OTC,998,0.05,49.9,False,none,winter_peak
2022-06-04,Paracetamol_500mg,OTC,802,0.05,40.1,False,none,winter_peak
2022-06-05,Paracetamol_500mg,OTC,739,0.05,36.95,False,none,winter_peak
2022-06-06,Paracetamol_500mg,OTC,1126,0.05,56.3,False,none,winter_peak
2022-06-07,Paracetamol_500mg,OTC,1017,0.05,50.85,False,none,winter_peak
2022-06-08,Paracetamol_500mg,OTC,887,0.05,44.35,False,none,winter_peak
2022-06-09,Paracetamol_500mg,OTC,1032,0.05,51.6,False,none,winter_peak
2022-06-10,Paracetamol_500mg,OTC,904,0.05,45.2,False,none,winter_peak
2022-06-11,Paracetamol_500mg,OTC,833,0.05,41.65,False,none,winter_peak
2022-06-12,Paracetamol_500mg,OTC,857,0.05,42.85,False,none,winter_peak
2022-06-13,Paracetamol_500mg,OTC,916,0.05,45.8,False,none,winter_peak
2022-06-14,Paracetamol_500mg,OTC,1057,0.05,52.85,False,none,winter_peak
2022-06-15,Paracetamol_500mg,OTC,1014,0.05,50.7,False,none,winter_peak
2022-06-16,Paracetamol_500mg,OTC,1046,0.05,52.3,False,none,winter_peak
2022-06-17,Paracetamol_500mg,OTC,1130,0.05,56.5,False,none,winter_peak
2022-06-18,Paracetamol_500mg,OTC,769,0.05,38.45,False,none,winter_peak
2022-06-19,Paracetamol_500mg,OTC,737,0.05,36.85,False,none,winter_peak
2022-06-20,Paracetamol_500mg,OTC,912,0.05,45.6,False,none,winter_peak
2022-06-21,Paracetamol_500mg,OTC,918,0.05,45.9,False,none,winter_peak
2022-06-22,Paracetamol_500mg,OTC,976,0.05,48.8,False,none,winter_peak
2022-06-23,Paracetamol_500mg,OTC,1009,0.05,50.45,False,none,winter_peak
2022-06-24,Paracetamol_500mg,OTC,1004,0.05,50.2,False,none,winter_peak
2022-06-25,Paracetamol_500mg,OTC,838,0.05,41.9,False,none,winter_peak
2022-06-26,Paracetamol_500mg,OTC,787,0.05,39.35,False,none,winter_peak
2022-06-27,Paracetamol_500mg,OTC,1097,0.05,54.85,False,none,winter_peak
2022-06-28,Paracetamol_500mg,OTC,962,0.05,48.1,False,none,winter_peak
2022-06-29,Paracetamol_500mg,OTC,1197,0.05,59.85,False,none,winter_peak
2022-06-30,Paracetamol_500mg,OTC,1032,0.05,51.6,False,none,winter_peak
2022-07-01,Paracetamol_500mg,OTC,939,0.05,46.95,False,none,winter_peak
2022-07-02,Paracetamol_500mg,OTC,737,0.05,36.85,False,none,winter_peak
2022-07-03,Paracetamol_500mg,OTC,837,0.05,41.85,False,none,winter_peak
2022-07-04,Paracetamol_500mg,OTC,990,0.05,49.5,False,none,winter_peak
2022-07-05,Paracetamol_500mg,OTC,1066,0.05,53.3,False,none,winter_peak
2022-07-06,Paracetamol_500mg,OTC,1047,0.05,52.35,False,none,winter_peak
2022-07-07,Paracetamol_500mg,OTC,1003,0.05,50.15,False,none,winter_peak
2022-07-08,Paracetamol_500mg,OTC,940,0.05,47.0,False,none,winter_peak
2022-07-09,Paracetamol_500mg,OTC,709,0.05,35.45,False,none,winter_peak
2022-07-10,Paracetamol_500mg,OTC,778,0.05,38.9,False,none,winter_peak
2022-07-11,Paracetamol_500mg,OTC,1078,0.05,53.9,False,none,winter_peak
2022-07-12,Paracetamol_500mg,OTC,1027,0.05,51.35,False,none,winter_peak
2022-07-13,Paracetamol_500mg,OTC,909,0.05,45.45,False,none,winter_peak
2022-07-14,Paracetamol_500mg,OTC,1024,0.05,51.2,False,none,winter_peak
2022-07-15,Paracetamol_500mg,OTC,1041,0.05,52.05,False,none,winter_peak
2022-07-16,Paracetamol_500mg,OTC,750,0.05,37.5,False,none,winter_peak
2022-07-17,Paracetamol_500mg,OTC,817,0.05,40.85,False,none,winter_peak
2022-07-18,Paracetamol_500mg,OTC,1015,0.05,50.75,False,none,winter_peak
2022-07-19,Paracetamol_500mg,OTC,918,0.05,45.9,False,none,winter_peak
2022-07-20,Paracetamol_500mg,OTC,1039,0.05,51.95,False,none,winter_peak
2022-07-21,Paracetamol_500mg,OTC,1056,0.05,52.8,False,none,winter_peak
2022-07-22,Paracetamol_500mg,OTC,1098,0.05,54.9,False,none,winter_peak
2022-07-23,Paracetamol_500mg,OTC,876,0.05,43.8,False,none,winter_peak
2022-07-24,Paracetamol_500mg,OTC,720,0.05,36.0,False,none,winter_peak
2022-07-25,Paracetamol_500mg,OTC,935,0.05,46.75,False,none,winter_peak
2022-07-26,Paracetamol_500mg,OTC,1053,0.05,52.65,False,none,winter_peak
2022-07-27,Paracetamol_500mg,OTC,1053,0.05,52.65,False,none,winter_peak
2022-07-28,Paracetamol_500mg,OTC,1053,0.05,52.65,False,none,winter_peak
2022-07-29,Paracetamol_500mg,OTC,1324,0.05,66.2,False,none,winter_peak
2022-07-30,Paracetamol_500mg,OTC,846,0.05,42.3,False,none,winter_peak
2022-07-31,Paracetamol_500mg,OTC,883,0.05,44.15,False,none,winter_peak
2022-08-01,Paracetamol_500mg,OTC,1129,0.05,56.45,False,none,winter_peak
2022-08-02,Paracetamol_500mg,OTC,1104,0.05,55.2,False,none,winter_peak
2022-08-03,Paracetamol_500mg,OTC,1023,0.05,51.15,False,none,winter_peak
2022-08-04,Paracetamol_500mg,OTC,1113,0.05,55.65,False,none,winter_peak
2022-08-05,Paracetamol_500mg,OTC,985,0.05,49.25,False,none,winter_peak
2022-08-06,Paracetamol_500mg,OTC,824,0.05,41.2,False,none,winter_peak
2022-08-07,Paracetamol_500mg,OTC,807,0.05,40.35,False,none,winter_peak
2022-08-08,Paracetamol_500mg,OTC,1057,0.05,52.85,False,none,winter_peak
2022-08-09,Paracetamol_500mg,OTC,1245,0.05,62.25,False,none,winter_peak
2022-08-10,Paracetamol_500mg,OTC,893,0.05,44.65,False,none,winter_peak
2022-08-11,Paracetamol_500mg,OTC,1108,0.05,55.4,False,none,winter_peak
2022-08-12,Paracetamol_500mg,OTC,915,0.05,45.75,False,none,winter_peak
2022-08-13,Paracetamol_500mg,OTC,808,0.05,40.4,False,none,winter_peak
2022-08-14,Paracetamol_500mg,OTC,914,0.05,45.7,False,none,winter_peak
2022-08-15,Paracetamol_500mg,OTC,1056,0.05,52.8,False,none,winter_peak
2022-08-16,Paracetamol_500mg,OTC,961,0.05,48.05,False,none,winter_peak
2022-08-17,Paracetamol_500mg,OTC,991,0.05,49.55,False,none,winter_peak
2022-08-18,Paracetamol_500mg,OTC,1109,0.05,55.45,False,none,winter_peak
2022-08-19,Paracetamol_500mg,OTC,990,0.05,49.5,False,none,winter_peak
2022-08-20,Paracetamol_500mg,OTC,856,0.05,42.8,False,none,winter_peak
2022-08-21,Paracetamol_500mg,OTC,844,0.05,42.2,False,none,winter_peak
2022-08-22,Paracetamol_500mg,OTC,997,0.05,49.85,False,none,winter_peak
2022-08-23,Paracetamol_500mg,OTC,1233,0.05,61.65,False,none,winter_peak
2022-08-24,Paracetamol_500mg,OTC,1106,0.05,55.3,False,none,winter_peak
2022-08-25,Paracetamol_500mg,OTC,882,0.05,44.1,False,none,winter_peak
2022-08-26,Paracetamol_500mg,OTC,1068,0.05,53.4,False,none,winter_peak
2022-08-27,Paracetamol_500mg,OTC,797,0.05,39.85,False,none,winter_peak
2022-08-28,Paracetamol_500mg,OTC,900,0.05,45.0,False,none,winter_peak
2022-08-29,Paracetamol_500mg,OTC,986,0.05,49.3,False,none,winter_peak
2022-08-30,Paracetamol_500mg,OTC,1044,0.05,52.2,False,none,winter_peak
2022-08-31,Paracetamol_500mg,OTC,1096,0.05,54.8,False,none,winter_peak
2022-09-01,Paracetamol_500mg,OTC,1259,0.05,62.95,False,none,winter_peak
2022-09-02,Paracetamol_500mg,OTC,1064,0.05,53.2,False,none,winter_peak
2022-09-03,Paracetamol_500mg,OTC,916,0.05,45.8,False,none,winter_peak
2022-09-04,Paracetamol_500mg,OTC,906,0.05,45.3,False,none,winter_peak
2022-09-05,Paracetamol_500mg,OTC,1116,0.05,55.8,False,none,winter_peak
2022-09-06,Paracetamol_500mg,OTC,1345,0.05,67.25,False,none,winter_peak
2022-09-07,Paracetamol_500mg,OTC,1217,0.05,60.85,False,none,winter_peak
2022-09-08,Paracetamol_500mg,OTC,1060,0.05,53.0,False,none,winter_peak
2022-09-09,Paracetamol_500mg,OTC,1265,0.05,63.25,False,none,winter_peak
2022-09-10,Paracetamol_500mg,OTC,1103,0.05,55.15,False,none,winter_peak
2022-09-11,Paracetamol_500mg,OTC,1020,0.05,51.0,False,none,winter_peak
2022-09-12,Paracetamol_500mg,OTC,1036,0.05,51.8,False,none,winter_peak
2022-09-13,Paracetamol_500mg,OTC,1134,0.05,56.7,False,none,winter_peak
2022-09-14,Paracetamol_500mg,OTC,1299,0.05,64.95,False,none,winter_peak
2022-09-15,Paracetamol_500mg,OTC,1113,0.05,55.65,False,none,winter_peak
2022-09-16,Paracetamol_500mg,OTC,1222,0.05,61.1,False,none,winter_peak
2022-09-17,Paracetamol_500mg,OTC,1002,0.05,50.1,False,none,winter_peak
2022-09-18,Paracetamol_500mg,OTC,874,0.05,43.7,False,none,winter_peak
2022-09-19,Paracetamol_500mg,OTC,1175,0.05,58.75,False,none,winter_peak
2022-09-20,Paracetamol_500mg,OTC,874,0.05,43.7,False,none,winter_peak
2022-09-21,Paracetamol_500mg,OTC,1084,0.05,54.2,False,none,winter_peak
2022-09-22,Paracetamol_500mg,OTC,1157,0.05,57.85,False,none,winter_peak
2022-09-23,Paracetamol_500mg,OTC,1063,0.05,53.15,False,none,winter_peak
2022-09-24,Paracetamol_500mg,OTC,1068,0.05,53.4,False,none,winter_peak
2022-09-25,Paracetamol_500mg,OTC,836,0.05,41.8,False,none,winter_peak
2022-09-26,Paracetamol_500mg,OTC,1140,0.05,57.0,False,none,winter_peak
2022-09-27,Paracetamol_500mg,OTC,1194,0.05,59.7,False,none,winter_peak
2022-09-28,Paracetamol_500mg,OTC,1318,0.05,65.9,False,none,winter_peak
2022-09-29,Paracetamol_500mg,OTC,1046,0.05,52.3,False,none,winter_peak
2022-09-30,Paracetamol_500mg,OTC,1292,0.05,64.6,False,none,winter_peak
2022-10-01,Paracetamol_500mg,OTC,1046,0.05,52.3,False,none,winter_peak
2022-10-02,Paracetamol_500mg,OTC,963,0.05,48.15,False,none,winter_peak
2022-10-03,Paracetamol_500mg,OTC,1355,0.05,67.75,False,none,winter_peak
2022-10-04,Paracetamol_500mg,OTC,1328,0.05,66.4,False,none,winter_peak
2022-10-05,Paracetamol_500mg,OTC,1245,0.05,62.25,False,none,winter_peak
2022-10-06,Paracetamol_500mg,OTC,1315,0.05,65.75,False,none,winter_peak
2022-10-07,Paracetamol_500mg,OTC,1267,0.05,63.35,False,none,winter_peak
2022-10-08,Paracetamol_500mg,OTC,1056,0.05,52.8,False,none,winter_peak
2022-10-09,Paracetamol_500mg,OTC,1101,0.05,55.05,False,none,winter_peak
2022-10-10,Paracetamol_500mg,OTC,1474,0.05,73.7,False,none,winter_peak
2022-10-11,Paracetamol_500mg,OTC,1179,0.05,58.95,False,none,winter_peak
2022-10-12,Paracetamol_500mg,OTC,1532,0.05,76.6,False,none,winter_peak
2022-10-13,Paracetamol_500mg,OTC,1104,0.05,55.2,False,none,winter_peak
2022-10-14,Paracetamol_500mg,OTC,1293,0.05,64.65,False,none,winter_peak
2022-10-15,Paracetamol_500mg,OTC,1096,0.05,54.8,False,none,winter_peak
2022-10-16,Paracetamol_500mg,OTC,1071,0.05,53.55,False,none,winter_peak
2022-10-17,Paracetamol_500mg,OTC,1244,0.05,62.2,False,none,winter_peak
2022-10-18,Paracetamol_500mg,OTC,1288,0.05,64.4,False,none,winter_peak
2022-10-19,Paracetamol_500mg,OTC,1258,0.05,62.9,False,none,winter_peak
2022-10-20,Paracetamol_500mg,OTC,1248,0.05,62.4,False,none,winter_peak
2022-10-21,Paracetamol_500mg,OTC,1399,0.05,69.95,False,none,winter_peak
2022-10-22,Paracetamol_500mg,OTC,1078,0.05,53.9,False,none,winter_peak
2022-10-23,Paracetamol_500mg,OTC,990,0.05,49.5,False,none,winter_peak
2022-10-24,Paracetamol_500mg,OTC,1405,0.05,70.25,False,none,winter_peak
2022-10-25,Paracetamol_500mg,OTC,1343,0.05,67.15,False,none,winter_peak
2022-10-26,Paracetamol_500mg,OTC,1396,0.05,69.8,False,none,winter_peak
2022-10-27,Paracetamol_500mg,OTC,1377,0.05,68.85,False,none,winter_peak
2022-10-28,Paracetamol_500mg,OTC,1224,0.05,61.2,False,none,winter_peak
2022-10-29,Paracetamol_500mg,OTC,1002,0.05,50.1,False,none,winter_peak
2022-10-30,Paracetamol_500mg,OTC,1112,0.05,55.6,False,none,winter_peak
2022-10-31,Paracetamol_500mg,OTC,1376,0.05,68.8,False,none,winter_peak
2022-11-01,Paracetamol_500mg,OTC,1559,0.05,77.95,False,none,winter_peak
2022-11-02,Paracetamol_500mg,OTC,1577,0.05,78.85,False,none,winter_peak
2022-11-03,Paracetamol_500mg,OTC,1722,0.05,86.1,False,none,winter_peak
2022-11-04,Paracetamol_500mg,OTC,1489,0.05,74.45,False,none,winter_peak
2022-11-05,Paracetamol_500mg,OTC,1304,0.05,65.2,False,none,winter_peak
2022-11-06,Paracetamol_500mg,OTC,1230,0.05,61.5,False,none,winter_peak
2022-11-07,Paracetamol_500mg,OTC,1536,0.05,76.8,False,none,winter_peak
2022-11-08,Paracetamol_500mg,OTC,1701,0.05,85.05,False,none,winter_peak
2022-11-09,Paracetamol_500mg,OTC,1667,0.05,83.35,False,none,winter_peak
2022-11-10,Paracetamol_500mg,OTC,1666,0.05,83.3,False,none,winter_peak
2022-11-11,Paracetamol_500mg,OTC,1727,0.05,86.35,False,none,winter_peak
2022-11-12,Paracetamol_500mg,OTC,1253,0.05,62.65,False,none,winter_peak
2022-11-13,Paracetamol_500mg,OTC,1320,0.05,66.0,False,none,winter_peak
